Status of existing checking account,Duration in month,Credit history ,Purpose,Credit amount,Savings account/bonds,Present employment since,Installment rate in percentage of disposable income,Personal status and sex,Other debtors / guarantors,Present residence since,Property,Age in years,Other installment plans,Housing,Number of existing credits at this bank,Job,Number of people being liable to provide maintenance for,Telephone,foreign worker,label
no checking account,18,critical account/ other credits existing (not at this bank),car (used),3850,... < 100 DM,4 <= ... < 7 years,3,male : single,none,1,"car or other, not in attribute 6",27,none,own,2,skilled employee / official,1.0,none,yes,True
< 0 DM,36,existing credits paid back duly till now,furniture/equipment,2712,... < 100 DM,... >= 7 years,2,male : single,none,2,building society savings agreement/ life insurance,41,bank,own,1,skilled employee / official,2.0,none,yes,False
no checking account,36,existing credits paid back duly till now,business,7409,unknown/ no savings account,... >= 7 years,3,male : single,none,2,building society savings agreement/ life insurance,37,none,own,2,skilled employee / official,1.0,none,yes,True
0 <= ... < 200 DM,30,critical account/ other credits existing (not at this bank),car (new),2181,unknown/ no savings account,... >= 7 years,4,male : single,none,4,real estate,36,none,own,2,skilled employee / official,1.0,none,yes,True
0 <= ... < 200 DM,11,existing credits paid back duly till now,furniture/equipment,1577,... >= 1000 DM,... < 1 year,4,female : divorced/separated/married,none,1,real estate,20,none,own,1,skilled employee / official,1.0,none,yes,True
no checking account,30,existing credits paid back duly till now,car (used),4811,unknown/ no savings account,4 <= ... < 7 years,2,female : divorced/separated/married,none,4,building society savings agreement/ life insurance,24,stores,rent,1,unskilled - resident,1.0,none,yes,True
< 0 DM,24,all credits at this bank paid back duly,car (new),1193,... < 100 DM,unemployed,1,female : divorced/separated/married,co-applicant,4,unknown / no property,29,none,rent,2,unemployed/ unskilled - non-resident,1.0,none,yes,False
< 0 DM,24,existing credits paid back duly till now,car (new),915,unknown/ no savings account,... >= 7 years,4,female : divorced/separated/married,none,2,"car or other, not in attribute 6",29,bank,own,1,skilled employee / official,1.0,none,yes,False
< 0 DM,16,critical account/ other credits existing (not at this bank),car (new),2625,... < 100 DM,... >= 7 years,2,male : single,guarantor,4,building society savings agreement/ life insurance,43,bank,rent,1,skilled employee / official,1.0,"yes, registered under the customers name",yes,False
0 <= ... < 200 DM,15,existing credits paid back duly till now,radio/television,802,... < 100 DM,... >= 7 years,4,male : single,none,3,"car or other, not in attribute 6",37,none,own,1,skilled employee / official,2.0,none,yes,False
no checking account,18,existing credits paid back duly till now,furniture/equipment,3422,... < 100 DM,... >= 7 years,4,male : single,none,4,building society savings agreement/ life insurance,47,bank,own,3,skilled employee / official,2.0,"yes, registered under the customers name",yes,True
no checking account,21,critical account/ other credits existing (not at this bank),furniture/equipment,2288,... < 100 DM,... < 1 year,4,female : divorced/separated/married,none,4,building society savings agreement/ life insurance,23,none,own,1,skilled employee / official,1.0,"yes, registered under the customers name",yes,True
< 0 DM,12,existing credits paid back duly till now,car (new),1168,... < 100 DM,1 <= ... < 4 years,4,male : married/widowed,none,3,real estate,27,none,own,1,unskilled - resident,1.0,none,yes,True
< 0 DM,24,existing credits paid back duly till now,radio/television,2439,... < 100 DM,... < 1 year,4,female : divorced/separated/married,none,4,real estate,35,none,own,1,skilled employee / official,1.0,"yes, registered under the customers name",yes,False
0 <= ... < 200 DM,39,critical account/ other credits existing (not at this bank),radio/television,4933,... < 100 DM,4 <= ... < 7 years,2,male : single,guarantor,2,real estate,25,none,own,2,skilled employee / official,1.0,none,yes,False
< 0 DM,18,existing credits paid back duly till now,radio/television,1936,unknown/ no savings account,4 <= ... < 7 years,2,male : married/widowed,none,4,"car or other, not in attribute 6",23,none,rent,2,unskilled - resident,1.0,none,yes,True
no checking account,6,existing credits paid back duly till now,furniture/equipment,2978,500 <= ... < 1000 DM,1 <= ... < 4 years,1,male : single,none,2,"car or other, not in attribute 6",32,none,own,1,skilled employee / official,1.0,"yes, registered under the customers name",yes,True
< 0 DM,21,delay in paying off in the past,education,3414,... < 100 DM,... < 1 year,2,male : single,none,1,building society savings agreement/ life insurance,26,none,own,2,skilled employee / official,1.0,none,yes,False
0 <= ... < 200 DM,9,existing credits paid back duly till now,business,1391,... < 100 DM,1 <= ... < 4 years,2,male : married/widowed,none,1,real estate,27,bank,own,1,skilled employee / official,1.0,"yes, registered under the customers name",yes,True
< 0 DM,12,existing credits paid back duly till now,radio/television,2214,... < 100 DM,1 <= ... < 4 years,4,male : single,none,3,building society savings agreement/ life insurance,24,none,own,1,unskilled - resident,1.0,none,yes,True
< 0 DM,24,existing credits paid back duly till now,radio/television,3660,... < 100 DM,1 <= ... < 4 years,2,female : divorced/separated/married,none,4,"car or other, not in attribute 6",28,none,own,1,skilled employee / official,1.0,none,yes,True
>= 200 DM,12,existing credits paid back duly till now,car (new),1330,... < 100 DM,... < 1 year,4,male : single,none,1,real estate,26,none,own,1,skilled employee / official,1.0,none,yes,True
no checking account,12,existing credits paid back duly till now,car (new),2859,unknown/ no savings account,unemployed,4,male : single,none,4,unknown / no property,38,none,own,1,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,True
< 0 DM,24,no credits taken/ all credits paid back duly,furniture/equipment,4110,... < 100 DM,... >= 7 years,3,male : single,none,4,unknown / no property,23,bank,rent,2,skilled employee / official,2.0,none,yes,False
0 <= ... < 200 DM,18,existing credits paid back duly till now,business,4439,... < 100 DM,... >= 7 years,1,male : single,co-applicant,1,real estate,33,bank,own,1,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,True
no checking account,30,critical account/ other credits existing (not at this bank),radio/television,6742,unknown/ no savings account,4 <= ... < 7 years,2,male : single,none,3,building society savings agreement/ life insurance,36,none,own,2,skilled employee / official,1.0,none,yes,True
< 0 DM,36,existing credits paid back duly till now,car (used),8229,... < 100 DM,1 <= ... < 4 years,2,male : single,none,2,building society savings agreement/ life insurance,26,none,own,1,skilled employee / official,2.0,none,yes,False
< 0 DM,10,critical account/ other credits existing (not at this bank),furniture/equipment,2132,unknown/ no savings account,... < 1 year,2,female : divorced/separated/married,co-applicant,3,real estate,27,none,rent,2,skilled employee / official,1.0,none,no,True
>= 200 DM,18,existing credits paid back duly till now,radio/television,2100,... < 100 DM,1 <= ... < 4 years,4,male : single,co-applicant,2,real estate,37,stores,own,1,skilled employee / official,1.0,none,yes,False
>= 200 DM,18,existing credits paid back duly till now,furniture/equipment,2864,... < 100 DM,1 <= ... < 4 years,2,male : single,none,1,real estate,34,none,own,1,unskilled - resident,2.0,none,yes,False
< 0 DM,30,no credits taken/ all credits paid back duly,business,8072,unknown/ no savings account,... < 1 year,2,male : single,none,3,"car or other, not in attribute 6",25,bank,own,3,skilled employee / official,1.0,none,yes,True
< 0 DM,10,existing credits paid back duly till now,radio/television,2315,... < 100 DM,... >= 7 years,3,male : single,none,4,real estate,52,none,own,1,unskilled - resident,1.0,none,yes,True
< 0 DM,6,critical account/ other credits existing (not at this bank),radio/television,1169,unknown/ no savings account,... >= 7 years,4,male : single,none,4,real estate,67,none,own,2,skilled employee / official,1.0,"yes, registered under the customers name",yes,True
no checking account,6,existing credits paid back duly till now,education,1538,... < 100 DM,... < 1 year,1,female : divorced/separated/married,none,2,unknown / no property,56,none,own,1,skilled employee / official,1.0,none,yes,True
no checking account,36,critical account/ other credits existing (not at this bank),radio/television,9566,... < 100 DM,1 <= ... < 4 years,2,female : divorced/separated/married,none,2,"car or other, not in attribute 6",31,stores,own,2,skilled employee / official,1.0,none,yes,True
no checking account,10,existing credits paid back duly till now,car (new),1364,... < 100 DM,1 <= ... < 4 years,2,female : divorced/separated/married,none,4,"car or other, not in attribute 6",64,none,own,1,skilled employee / official,1.0,"yes, registered under the customers name",yes,True
no checking account,18,existing credits paid back duly till now,car (new),2662,unknown/ no savings account,4 <= ... < 7 years,4,male : single,none,3,building society savings agreement/ life insurance,32,none,own,1,skilled employee / official,1.0,none,no,True
< 0 DM,15,existing credits paid back duly till now,car (new),3959,... < 100 DM,1 <= ... < 4 years,3,female : divorced/separated/married,none,2,building society savings agreement/ life insurance,29,none,own,1,skilled employee / official,1.0,"yes, registered under the customers name",yes,False
no checking account,22,existing credits paid back duly till now,car (new),1283,unknown/ no savings account,4 <= ... < 7 years,4,female : divorced/separated/married,none,4,building society savings agreement/ life insurance,25,none,rent,1,skilled employee / official,1.0,none,yes,True
0 <= ... < 200 DM,48,existing credits paid back duly till now,radio/television,5951,... < 100 DM,1 <= ... < 4 years,2,female : divorced/separated/married,none,2,real estate,22,none,own,1,skilled employee / official,1.0,none,yes,False
< 0 DM,48,critical account/ other credits existing (not at this bank),car (used),6143,... < 100 DM,... >= 7 years,4,female : divorced/separated/married,none,4,unknown / no property,58,stores,for free,2,unskilled - resident,1.0,none,yes,False
>= 200 DM,6,critical account/ other credits existing (not at this bank),car (new),1323,100 <= ... < 500 DM,... >= 7 years,2,male : divorced/separated,none,4,"car or other, not in attribute 6",28,none,own,2,skilled employee / official,2.0,"yes, registered under the customers name",yes,True
no checking account,12,critical account/ other credits existing (not at this bank),car (new),926,... < 100 DM,unemployed,1,female : divorced/separated/married,none,2,building society savings agreement/ life insurance,38,none,own,1,unemployed/ unskilled - non-resident,1.0,none,yes,True
no checking account,36,existing credits paid back duly till now,car (new),3079,unknown/ no savings account,1 <= ... < 4 years,4,male : single,none,4,real estate,36,none,own,1,skilled employee / official,1.0,none,yes,True
no checking account,12,critical account/ other credits existing (not at this bank),education,2748,... < 100 DM,... >= 7 years,2,female : divorced/separated/married,none,4,unknown / no property,57,bank,for free,3,unskilled - resident,1.0,none,yes,True
no checking account,18,existing credits paid back duly till now,radio/television,1126,unknown/ no savings account,... < 1 year,4,female : divorced/separated/married,none,2,real estate,21,none,rent,1,skilled employee / official,1.0,"yes, registered under the customers name",yes,True
no checking account,10,existing credits paid back duly till now,car (used),2848,100 <= ... < 500 DM,1 <= ... < 4 years,1,male : single,co-applicant,2,real estate,32,none,own,1,skilled employee / official,2.0,none,yes,True
< 0 DM,6,critical account/ other credits existing (not at this bank),radio/television,338,500 <= ... < 1000 DM,... >= 7 years,4,male : single,none,4,"car or other, not in attribute 6",52,none,own,2,skilled employee / official,1.0,none,yes,True
no checking account,33,critical account/ other credits existing (not at this bank),car (used),7253,... < 100 DM,4 <= ... < 7 years,3,male : single,none,2,"car or other, not in attribute 6",35,none,own,2,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,True
0 <= ... < 200 DM,60,existing credits paid back duly till now,car (new),7408,100 <= ... < 500 DM,... < 1 year,4,female : divorced/separated/married,none,2,building society savings agreement/ life insurance,24,none,own,1,management/ self-employed/ highly qualified employee/ officer,1.0,none,yes,False
0 <= ... < 200 DM,9,critical account/ other credits existing (not at this bank),furniture/equipment,1919,... < 100 DM,4 <= ... < 7 years,4,male : single,none,3,"car or other, not in attribute 6",35,none,rent,1,skilled employee / official,1.0,"yes, registered under the customers name",yes,True
>= 200 DM,15,critical account/ other credits existing (not at this bank),radio/television,1271,unknown/ no savings account,1 <= ... < 4 years,3,male : single,none,4,unknown / no property,39,none,for free,2,skilled employee / official,1.0,"yes, registered under the customers name",yes,False
no checking account,36,existing credits paid back duly till now,radio/television,2394,unknown/ no savings account,1 <= ... < 4 years,4,female : divorced/separated/married,none,4,"car or other, not in attribute 6",25,none,own,1,skilled employee / official,1.0,none,yes,True
< 0 DM,18,existing credits paid back duly till now,car (used),7511,unknown/ no savings account,... >= 7 years,1,male : single,none,4,building society savings agreement/ life insurance,51,none,for free,1,skilled employee / official,2.0,"yes, registered under the customers name",yes,False
no checking account,18,existing credits paid back duly till now,business,1568,100 <= ... < 500 DM,1 <= ... < 4 years,3,female : divorced/separated/married,none,4,building society savings agreement/ life insurance,24,none,rent,1,unskilled - resident,1.0,none,yes,True
< 0 DM,36,critical account/ other credits existing (not at this bank),car (used),9629,... < 100 DM,4 <= ... < 7 years,4,male : single,none,4,"car or other, not in attribute 6",24,none,own,2,skilled employee / official,1.0,"yes, registered under the customers name",yes,False
no checking account,10,existing credits paid back duly till now,car (new),1287,unknown/ no savings account,... >= 7 years,4,male : single,co-applicant,2,building society savings agreement/ life insurance,45,none,own,1,unskilled - resident,1.0,none,no,True
< 0 DM,12,existing credits paid back duly till now,domestic appliances,741,100 <= ... < 500 DM,unemployed,4,female : divorced/separated/married,none,3,building society savings agreement/ life insurance,22,none,own,1,skilled employee / official,1.0,none,yes,False
0 <= ... < 200 DM,6,existing credits paid back duly till now,radio/television,753,... < 100 DM,1 <= ... < 4 years,2,female : divorced/separated/married,guarantor,3,real estate,64,none,own,1,skilled employee / official,1.0,none,yes,True
< 0 DM,12,existing credits paid back duly till now,car (new),2579,... < 100 DM,... < 1 year,4,male : single,none,1,real estate,33,none,own,1,unskilled - resident,2.0,none,yes,False
>= 200 DM,18,all credits at this bank paid back duly,radio/television,1445,unknown/ no savings account,4 <= ... < 7 years,4,male : single,none,4,"car or other, not in attribute 6",49,bank,own,1,unskilled - resident,1.0,none,yes,True
no checking account,6,existing credits paid back duly till now,retraining,1238,unknown/ no savings account,unemployed,4,male : single,none,4,building society savings agreement/ life insurance,36,none,own,1,management/ self-employed/ highly qualified employee/ officer,2.0,"yes, registered under the customers name",yes,True
< 0 DM,9,existing credits paid back duly till now,radio/television,1366,... < 100 DM,... < 1 year,3,female : divorced/separated/married,none,4,building society savings agreement/ life insurance,22,none,rent,1,skilled employee / official,1.0,none,yes,False
0 <= ... < 200 DM,18,critical account/ other credits existing (not at this bank),car (new),884,... < 100 DM,... >= 7 years,4,male : single,none,4,"car or other, not in attribute 6",36,bank,own,1,skilled employee / official,2.0,"yes, registered under the customers name",yes,False
no checking account,9,existing credits paid back duly till now,radio/television,2753,100 <= ... < 500 DM,... >= 7 years,3,male : single,co-applicant,4,"car or other, not in attribute 6",35,none,own,1,skilled employee / official,1.0,"yes, registered under the customers name",yes,True
0 <= ... < 200 DM,36,existing credits paid back duly till now,car (new),12389,unknown/ no savings account,1 <= ... < 4 years,1,male : single,none,4,unknown / no property,37,none,for free,1,skilled employee / official,1.0,"yes, registered under the customers name",yes,False
0 <= ... < 200 DM,15,existing credits paid back duly till now,repairs,1308,... < 100 DM,... >= 7 years,4,male : single,none,4,"car or other, not in attribute 6",38,none,own,2,unskilled - resident,1.0,none,yes,True
no checking account,20,critical account/ other credits existing (not at this bank),car (new),3485,unknown/ no savings account,... < 1 year,2,male : divorced/separated,none,4,real estate,44,none,own,2,skilled employee / official,1.0,"yes, registered under the customers name",yes,True
no checking account,21,no credits taken/ all credits paid back duly,car (new),5003,unknown/ no savings account,1 <= ... < 4 years,1,female : divorced/separated/married,none,4,building society savings agreement/ life insurance,29,bank,own,2,skilled employee / official,1.0,"yes, registered under the customers name",yes,False
no checking account,21,existing credits paid back duly till now,business,1572,... >= 1000 DM,... >= 7 years,4,female : divorced/separated/married,none,4,real estate,36,bank,own,1,unskilled - resident,1.0,none,yes,True
no checking account,30,critical account/ other credits existing (not at this bank),car (used),7596,unknown/ no savings account,... >= 7 years,1,male : single,none,4,"car or other, not in attribute 6",63,none,own,2,skilled employee / official,1.0,none,yes,True
