Status of existing checking account,Duration in month,Credit history ,Purpose,Credit amount,Savings account/bonds,Present employment since,Installment rate in percentage of disposable income,Personal status and sex,Other debtors / guarantors,Present residence since,Property,Age in years,Other installment plans,Housing,Number of existing credits at this bank,Job,Number of people being liable to provide maintenance for,Telephone,foreign worker,label
0 <= ... < 200 DM,12,existing credits paid back duly till now,car (new),2002,... < 100 DM,4 <= ... < 7 years,3,male : single,none,4,building society savings agreement/ life insurance,30,none,rent,1,skilled employee / official,2.0,"yes, registered under the customers name",yes,True
< 0 DM,18,critical account/ other credits existing (not at this bank),car (new),3966,... < 100 DM,... >= 7 years,1,female : divorced/separated/married,none,4,real estate,33,bank,rent,3,skilled employee / official,1.0,"yes, registered under the customers name",yes,False
0 <= ... < 200 DM,15,existing credits paid back duly till now,repairs,2631,100 <= ... < 500 DM,1 <= ... < 4 years,3,female : divorced/separated/married,none,2,real estate,25,none,own,1,unskilled - resident,1.0,none,yes,True
no checking account,12,existing credits paid back duly till now,furniture/equipment,1123,500 <= ... < 1000 DM,1 <= ... < 4 years,4,female : divorced/separated/married,none,4,"car or other, not in attribute 6",29,none,rent,1,unskilled - resident,1.0,none,yes,False
no checking account,24,critical account/ other credits existing (not at this bank),furniture/equipment,3777,... >= 1000 DM,1 <= ... < 4 years,4,male : single,none,4,real estate,50,none,own,1,skilled employee / official,1.0,"yes, registered under the customers name",yes,True
< 0 DM,6,critical account/ other credits existing (not at this bank),furniture/equipment,1872,... < 100 DM,unemployed,4,male : single,none,4,unknown / no property,36,none,for free,3,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,True
0 <= ... < 200 DM,48,existing credits paid back duly till now,radio/television,3060,... < 100 DM,4 <= ... < 7 years,4,male : single,none,4,real estate,28,none,own,2,skilled employee / official,1.0,none,yes,False
< 0 DM,18,existing credits paid back duly till now,furniture/equipment,3650,... < 100 DM,... < 1 year,1,female : divorced/separated/married,none,4,"car or other, not in attribute 6",22,none,rent,1,skilled employee / official,1.0,none,yes,True
no checking account,6,existing credits paid back duly till now,radio/television,518,... < 100 DM,1 <= ... < 4 years,3,female : divorced/separated/married,none,1,real estate,29,none,own,1,skilled employee / official,1.0,none,yes,True
< 0 DM,24,delay in paying off in the past,radio/television,1024,... < 100 DM,... < 1 year,4,male : married/widowed,none,4,real estate,48,stores,own,1,skilled employee / official,1.0,none,yes,False
0 <= ... < 200 DM,12,critical account/ other credits existing (not at this bank),domestic appliances,1424,... < 100 DM,4 <= ... < 7 years,4,male : single,none,3,building society savings agreement/ life insurance,26,none,own,1,skilled employee / official,1.0,none,yes,True
0 <= ... < 200 DM,18,no credits taken/ all credits paid back duly,car (new),2278,100 <= ... < 500 DM,... < 1 year,3,female : divorced/separated/married,none,3,"car or other, not in attribute 6",28,none,own,2,skilled employee / official,1.0,none,yes,False
>= 200 DM,36,existing credits paid back duly till now,radio/television,4210,... < 100 DM,1 <= ... < 4 years,4,male : single,none,2,"car or other, not in attribute 6",26,none,own,1,skilled employee / official,1.0,none,yes,False
< 0 DM,12,delay in paying off in the past,car (new),1344,... < 100 DM,1 <= ... < 4 years,4,male : single,none,2,real estate,43,none,own,2,unskilled - resident,2.0,none,yes,True
no checking account,18,existing credits paid back duly till now,furniture/equipment,1533,... < 100 DM,... < 1 year,4,male : married/widowed,co-applicant,1,building society savings agreement/ life insurance,43,none,own,1,unskilled - resident,2.0,none,yes,False
no checking account,12,critical account/ other credits existing (not at this bank),radio/television,797,unknown/ no savings account,... >= 7 years,4,female : divorced/separated/married,none,3,building society savings agreement/ life insurance,33,bank,own,1,unskilled - resident,2.0,none,yes,False
< 0 DM,6,existing credits paid back duly till now,education,448,... < 100 DM,... < 1 year,4,female : divorced/separated/married,none,4,building society savings agreement/ life insurance,23,none,own,1,skilled employee / official,1.0,none,yes,False
no checking account,6,all credits at this bank paid back duly,radio/television,1750,500 <= ... < 1000 DM,... >= 7 years,2,male : single,none,4,building society savings agreement/ life insurance,45,bank,own,1,unskilled - resident,2.0,none,yes,True
no checking account,24,critical account/ other credits existing (not at this bank),furniture/equipment,2028,... < 100 DM,4 <= ... < 7 years,2,male : single,none,2,building society savings agreement/ life insurance,30,none,own,2,unskilled - resident,1.0,none,yes,True
< 0 DM,6,existing credits paid back duly till now,car (new),1203,100 <= ... < 500 DM,... >= 7 years,3,male : single,none,2,building society savings agreement/ life insurance,43,none,own,1,skilled employee / official,1.0,"yes, registered under the customers name",yes,True
0 <= ... < 200 DM,12,existing credits paid back duly till now,car (new),1223,... < 100 DM,... >= 7 years,1,male : divorced/separated,none,1,real estate,46,none,rent,2,skilled employee / official,1.0,none,yes,False
no checking account,18,existing credits paid back duly till now,radio/television,4594,... < 100 DM,... < 1 year,3,male : single,none,2,"car or other, not in attribute 6",32,none,own,1,skilled employee / official,1.0,"yes, registered under the customers name",yes,True
no checking account,15,existing credits paid back duly till now,radio/television,1386,unknown/ no savings account,1 <= ... < 4 years,4,male : married/widowed,none,2,real estate,40,none,rent,1,skilled employee / official,1.0,"yes, registered under the customers name",yes,True
< 0 DM,6,existing credits paid back duly till now,furniture/equipment,1374,... < 100 DM,1 <= ... < 4 years,1,male : single,none,2,real estate,36,bank,own,1,unskilled - resident,1.0,"yes, registered under the customers name",yes,True
no checking account,12,critical account/ other credits existing (not at this bank),radio/television,1291,... < 100 DM,1 <= ... < 4 years,4,female : divorced/separated/married,none,2,building society savings agreement/ life insurance,35,none,own,2,skilled employee / official,1.0,none,yes,True
no checking account,6,existing credits paid back duly till now,education,1538,... < 100 DM,... < 1 year,1,female : divorced/separated/married,none,2,unknown / no property,56,none,own,1,skilled employee / official,1.0,none,yes,True
0 <= ... < 200 DM,13,existing credits paid back duly till now,radio/television,2101,... < 100 DM,... < 1 year,2,female : divorced/separated/married,guarantor,4,building society savings agreement/ life insurance,23,none,own,1,unskilled - resident,1.0,none,yes,True
no checking account,36,critical account/ other credits existing (not at this bank),car (used),5842,... < 100 DM,... >= 7 years,2,male : single,none,2,building society savings agreement/ life insurance,35,none,own,2,skilled employee / official,2.0,"yes, registered under the customers name",yes,True
no checking account,18,all credits at this bank paid back duly,car (new),6458,... < 100 DM,... >= 7 years,2,male : single,none,4,unknown / no property,39,bank,own,2,management/ self-employed/ highly qualified employee/ officer,2.0,"yes, registered under the customers name",yes,False
no checking account,24,critical account/ other credits existing (not at this bank),repairs,5507,... < 100 DM,... >= 7 years,3,male : single,none,4,unknown / no property,44,none,for free,2,skilled employee / official,1.0,none,yes,True
< 0 DM,24,existing credits paid back duly till now,furniture/equipment,1747,... < 100 DM,... < 1 year,4,male : single,co-applicant,1,building society savings agreement/ life insurance,24,none,own,1,unskilled - resident,1.0,none,no,True
< 0 DM,12,existing credits paid back duly till now,car (new),1893,... < 100 DM,1 <= ... < 4 years,4,female : divorced/separated/married,guarantor,4,building society savings agreement/ life insurance,29,none,own,1,skilled employee / official,1.0,"yes, registered under the customers name",yes,True
< 0 DM,24,existing credits paid back duly till now,furniture/equipment,3234,... < 100 DM,... < 1 year,4,female : divorced/separated/married,none,4,real estate,23,none,rent,1,unskilled - resident,1.0,"yes, registered under the customers name",yes,False
>= 200 DM,9,no credits taken/ all credits paid back duly,radio/television,1337,... < 100 DM,... < 1 year,4,male : single,none,2,"car or other, not in attribute 6",34,none,own,2,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,False
no checking account,24,critical account/ other credits existing (not at this bank),repairs,2058,... < 100 DM,1 <= ... < 4 years,4,male : divorced/separated,none,2,real estate,33,none,own,2,skilled employee / official,1.0,"yes, registered under the customers name",yes,True
0 <= ... < 200 DM,18,critical account/ other credits existing (not at this bank),business,1887,unknown/ no savings account,1 <= ... < 4 years,4,male : married/widowed,none,4,real estate,28,bank,own,2,skilled employee / official,1.0,none,yes,True
< 0 DM,15,existing credits paid back duly till now,business,806,... < 100 DM,1 <= ... < 4 years,4,female : divorced/separated/married,none,4,building society savings agreement/ life insurance,22,none,own,1,unskilled - resident,1.0,none,yes,True
< 0 DM,10,critical account/ other credits existing (not at this bank),car (new),2241,... < 100 DM,... < 1 year,1,male : single,none,3,real estate,48,none,rent,2,unskilled - resident,2.0,none,no,True
< 0 DM,18,existing credits paid back duly till now,radio/television,1345,... < 100 DM,1 <= ... < 4 years,4,male : married/widowed,none,3,real estate,26,bank,own,1,skilled employee / official,1.0,none,yes,False
no checking account,30,critical account/ other credits existing (not at this bank),radio/television,6742,unknown/ no savings account,4 <= ... < 7 years,2,male : single,none,3,building society savings agreement/ life insurance,36,none,own,2,skilled employee / official,1.0,none,yes,True
0 <= ... < 200 DM,48,existing credits paid back duly till now,radio/television,5951,... < 100 DM,1 <= ... < 4 years,2,female : divorced/separated/married,none,2,real estate,22,none,own,1,skilled employee / official,1.0,none,yes,False
< 0 DM,24,existing credits paid back duly till now,radio/television,1938,... < 100 DM,... < 1 year,4,male : divorced/separated,none,3,building society savings agreement/ life insurance,32,none,own,1,skilled employee / official,1.0,none,yes,False
0 <= ... < 200 DM,6,existing credits paid back duly till now,radio/television,484,... < 100 DM,4 <= ... < 7 years,3,male : married/widowed,guarantor,3,real estate,28,bank,own,1,unskilled - resident,1.0,none,yes,True
no checking account,18,critical account/ other credits existing (not at this bank),car (new),1028,... < 100 DM,1 <= ... < 4 years,4,female : divorced/separated/married,none,3,real estate,36,none,own,2,skilled employee / official,1.0,none,yes,True
0 <= ... < 200 DM,6,critical account/ other credits existing (not at this bank),retraining,932,unknown/ no savings account,4 <= ... < 7 years,1,female : divorced/separated/married,none,3,building society savings agreement/ life insurance,39,none,own,2,unskilled - resident,1.0,none,yes,True
0 <= ... < 200 DM,30,existing credits paid back duly till now,furniture/equipment,3441,100 <= ... < 500 DM,1 <= ... < 4 years,2,female : divorced/separated/married,co-applicant,4,"car or other, not in attribute 6",21,none,rent,1,skilled employee / official,1.0,none,yes,False
0 <= ... < 200 DM,36,delay in paying off in the past,car (new),2225,... < 100 DM,... >= 7 years,4,male : single,none,4,unknown / no property,57,bank,for free,2,skilled employee / official,1.0,"yes, registered under the customers name",yes,False
< 0 DM,9,existing credits paid back duly till now,radio/television,1366,... < 100 DM,... < 1 year,3,female : divorced/separated/married,none,4,building society savings agreement/ life insurance,22,none,rent,1,skilled employee / official,1.0,none,yes,False
no checking account,9,existing credits paid back duly till now,furniture/equipment,2301,100 <= ... < 500 DM,... < 1 year,2,female : divorced/separated/married,none,4,building society savings agreement/ life insurance,22,none,rent,1,skilled employee / official,1.0,none,yes,True
< 0 DM,12,existing credits paid back duly till now,car (new),1168,... < 100 DM,1 <= ... < 4 years,4,male : married/widowed,none,3,real estate,27,none,own,1,unskilled - resident,1.0,none,yes,True
< 0 DM,15,critical account/ other credits existing (not at this bank),furniture/equipment,1478,... < 100 DM,... >= 7 years,4,male : single,none,4,"car or other, not in attribute 6",44,none,own,2,skilled employee / official,2.0,"yes, registered under the customers name",yes,True
>= 200 DM,12,existing credits paid back duly till now,radio/television,1297,... < 100 DM,1 <= ... < 4 years,3,male : married/widowed,none,4,real estate,23,none,rent,1,skilled employee / official,1.0,none,yes,True
no checking account,24,existing credits paid back duly till now,radio/television,3621,100 <= ... < 500 DM,... >= 7 years,2,male : single,none,4,"car or other, not in attribute 6",31,none,own,2,skilled employee / official,1.0,none,yes,False
>= 200 DM,12,critical account/ other credits existing (not at this bank),car (new),1480,500 <= ... < 1000 DM,unemployed,2,male : single,none,4,unknown / no property,66,bank,for free,3,unemployed/ unskilled - non-resident,1.0,none,yes,True
no checking account,30,critical account/ other credits existing (not at this bank),radio/television,4530,... < 100 DM,4 <= ... < 7 years,4,female : divorced/separated/married,none,4,"car or other, not in attribute 6",26,none,rent,1,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,True
no checking account,15,existing credits paid back duly till now,radio/television,3568,... < 100 DM,... >= 7 years,4,female : divorced/separated/married,none,2,"car or other, not in attribute 6",54,bank,rent,1,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,True
0 <= ... < 200 DM,9,existing credits paid back duly till now,radio/television,1670,... < 100 DM,... < 1 year,4,female : divorced/separated/married,none,2,"car or other, not in attribute 6",22,none,own,1,skilled employee / official,1.0,"yes, registered under the customers name",yes,False
no checking account,21,no credits taken/ all credits paid back duly,car (new),5003,unknown/ no savings account,1 <= ... < 4 years,1,female : divorced/separated/married,none,4,building society savings agreement/ life insurance,29,bank,own,2,skilled employee / official,1.0,"yes, registered under the customers name",yes,False
no checking account,12,existing credits paid back duly till now,education,1393,... < 100 DM,... >= 7 years,4,male : single,none,4,building society savings agreement/ life insurance,47,bank,own,3,skilled employee / official,2.0,"yes, registered under the customers name",yes,True
0 <= ... < 200 DM,7,existing credits paid back duly till now,radio/television,2415,... < 100 DM,1 <= ... < 4 years,3,male : single,guarantor,2,real estate,34,none,own,1,skilled employee / official,1.0,none,yes,True
>= 200 DM,10,existing credits paid back duly till now,car (new),3949,... < 100 DM,... < 1 year,1,male : single,guarantor,1,building society savings agreement/ life insurance,37,none,own,1,unskilled - resident,2.0,none,yes,True
0 <= ... < 200 DM,24,existing credits paid back duly till now,others,11328,... < 100 DM,1 <= ... < 4 years,2,male : single,co-applicant,3,"car or other, not in attribute 6",29,bank,own,2,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,False
0 <= ... < 200 DM,11,existing credits paid back duly till now,furniture/equipment,1577,... >= 1000 DM,... < 1 year,4,female : divorced/separated/married,none,1,real estate,20,none,own,1,skilled employee / official,1.0,none,yes,True
< 0 DM,24,existing credits paid back duly till now,car (used),2924,... < 100 DM,1 <= ... < 4 years,3,male : single,guarantor,4,unknown / no property,63,bank,own,1,skilled employee / official,2.0,"yes, registered under the customers name",yes,True
< 0 DM,36,critical account/ other credits existing (not at this bank),car (used),9629,... < 100 DM,4 <= ... < 7 years,4,male : single,none,4,"car or other, not in attribute 6",24,none,own,2,skilled employee / official,1.0,"yes, registered under the customers name",yes,False
no checking account,15,critical account/ other credits existing (not at this bank),furniture/equipment,3343,... < 100 DM,1 <= ... < 4 years,4,male : single,none,2,unknown / no property,28,none,for free,1,skilled employee / official,1.0,"yes, registered under the customers name",yes,True
0 <= ... < 200 DM,9,existing credits paid back duly till now,business,1391,... < 100 DM,1 <= ... < 4 years,2,male : married/widowed,none,1,real estate,27,bank,own,1,skilled employee / official,1.0,"yes, registered under the customers name",yes,True
no checking account,48,critical account/ other credits existing (not at this bank),car (new),10127,500 <= ... < 1000 DM,1 <= ... < 4 years,2,male : single,none,2,unknown / no property,44,bank,for free,1,skilled employee / official,1.0,none,yes,False
0 <= ... < 200 DM,18,delay in paying off in the past,business,2427,unknown/ no savings account,... >= 7 years,4,male : single,none,2,building society savings agreement/ life insurance,42,none,own,2,skilled employee / official,1.0,none,yes,True
no checking account,24,critical account/ other credits existing (not at this bank),car (new),1287,... >= 1000 DM,... >= 7 years,4,female : divorced/separated/married,none,4,real estate,37,none,own,2,skilled employee / official,1.0,"yes, registered under the customers name",yes,True
0 <= ... < 200 DM,9,all credits at this bank paid back duly,car (new),1437,100 <= ... < 500 DM,4 <= ... < 7 years,2,male : single,none,3,unknown / no property,29,none,own,1,skilled employee / official,1.0,none,yes,False
0 <= ... < 200 DM,30,delay in paying off in the past,radio/television,1919,100 <= ... < 500 DM,... < 1 year,4,male : single,none,3,unknown / no property,30,stores,own,2,management/ self-employed/ highly qualified employee/ officer,1.0,none,yes,False
< 0 DM,21,existing credits paid back duly till now,furniture/equipment,3599,... < 100 DM,4 <= ... < 7 years,1,female : divorced/separated/married,none,4,"car or other, not in attribute 6",26,none,rent,1,unskilled - resident,1.0,none,yes,True
no checking account,7,critical account/ other credits existing (not at this bank),radio/television,730,unknown/ no savings account,... >= 7 years,4,male : single,none,2,building society savings agreement/ life insurance,46,none,rent,2,unskilled - resident,1.0,"yes, registered under the customers name",yes,True
0 <= ... < 200 DM,24,delay in paying off in the past,furniture/equipment,2333,unknown/ no savings account,... < 1 year,4,male : single,none,2,building society savings agreement/ life insurance,29,bank,own,1,unskilled - resident,1.0,none,yes,True
0 <= ... < 200 DM,21,critical account/ other credits existing (not at this bank),furniture/equipment,2745,... >= 1000 DM,4 <= ... < 7 years,3,male : single,none,2,"car or other, not in attribute 6",32,none,own,2,skilled employee / official,1.0,"yes, registered under the customers name",yes,True
0 <= ... < 200 DM,12,existing credits paid back duly till now,radio/television,1155,... < 100 DM,... >= 7 years,3,male : married/widowed,guarantor,3,real estate,40,bank,own,2,unskilled - resident,1.0,none,yes,True
< 0 DM,18,existing credits paid back duly till now,furniture/equipment,1131,... < 100 DM,unemployed,4,female : divorced/separated/married,none,2,"car or other, not in attribute 6",33,none,own,1,skilled employee / official,1.0,none,yes,False
no checking account,15,existing credits paid back duly till now,car (new),3556,unknown/ no savings account,1 <= ... < 4 years,3,male : single,none,2,unknown / no property,29,none,own,1,skilled employee / official,1.0,none,yes,True
no checking account,18,critical account/ other credits existing (not at this bank),radio/television,1582,... >= 1000 DM,... >= 7 years,4,male : single,none,4,"car or other, not in attribute 6",46,none,own,2,skilled employee / official,1.0,none,yes,True
no checking account,12,existing credits paid back duly till now,radio/television,707,... < 100 DM,1 <= ... < 4 years,4,male : single,none,2,real estate,30,bank,own,2,skilled employee / official,1.0,none,yes,True
no checking account,24,critical account/ other credits existing (not at this bank),radio/television,2684,... < 100 DM,1 <= ... < 4 years,4,male : single,none,2,real estate,35,none,own,2,unskilled - resident,1.0,none,yes,True
no checking account,24,delay in paying off in the past,business,2375,500 <= ... < 1000 DM,1 <= ... < 4 years,4,male : single,none,2,"car or other, not in attribute 6",44,none,own,2,skilled employee / official,2.0,"yes, registered under the customers name",yes,True
no checking account,18,existing credits paid back duly till now,repairs,1943,... < 100 DM,... < 1 year,4,female : divorced/separated/married,none,4,real estate,23,none,own,1,skilled employee / official,1.0,none,yes,False
0 <= ... < 200 DM,60,existing credits paid back duly till now,car (new),7408,100 <= ... < 500 DM,... < 1 year,4,female : divorced/separated/married,none,2,building society savings agreement/ life insurance,24,none,own,1,management/ self-employed/ highly qualified employee/ officer,1.0,none,yes,False
< 0 DM,36,existing credits paid back duly till now,car (used),8229,... < 100 DM,1 <= ... < 4 years,2,male : single,none,2,building society savings agreement/ life insurance,26,none,own,1,skilled employee / official,2.0,none,yes,False
0 <= ... < 200 DM,12,critical account/ other credits existing (not at this bank),car (used),1860,... < 100 DM,unemployed,4,male : single,none,2,"car or other, not in attribute 6",34,none,own,2,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,True
< 0 DM,24,existing credits paid back duly till now,furniture/equipment,4169,... < 100 DM,1 <= ... < 4 years,4,male : single,none,4,building society savings agreement/ life insurance,28,none,own,1,skilled employee / official,1.0,none,yes,True
0 <= ... < 200 DM,36,existing credits paid back duly till now,repairs,2384,... < 100 DM,... < 1 year,4,male : single,none,1,unknown / no property,33,none,rent,1,unskilled - resident,1.0,none,yes,False
< 0 DM,18,all credits at this bank paid back duly,radio/television,1940,... < 100 DM,... < 1 year,3,male : single,co-applicant,4,unknown / no property,36,bank,for free,1,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,True
no checking account,12,existing credits paid back duly till now,car (used),4675,unknown/ no savings account,... < 1 year,1,female : divorced/separated/married,none,4,"car or other, not in attribute 6",20,none,rent,1,skilled employee / official,1.0,none,yes,True
no checking account,12,critical account/ other credits existing (not at this bank),radio/television,618,... < 100 DM,... >= 7 years,4,male : single,none,4,real estate,56,none,own,1,skilled employee / official,1.0,none,yes,True
0 <= ... < 200 DM,15,all credits at this bank paid back duly,car (new),1264,100 <= ... < 500 DM,1 <= ... < 4 years,2,male : married/widowed,none,2,building society savings agreement/ life insurance,25,none,rent,1,skilled employee / official,1.0,none,yes,False
no checking account,6,existing credits paid back duly till now,furniture/equipment,1766,... < 100 DM,1 <= ... < 4 years,1,male : married/widowed,none,2,building society savings agreement/ life insurance,21,none,rent,1,skilled employee / official,1.0,none,yes,True
no checking account,21,existing credits paid back duly till now,radio/television,3160,unknown/ no savings account,... >= 7 years,4,male : single,none,3,building society savings agreement/ life insurance,41,none,own,1,skilled employee / official,1.0,"yes, registered under the customers name",yes,True
< 0 DM,48,existing credits paid back duly till now,car (used),10297,... < 100 DM,4 <= ... < 7 years,4,male : single,none,4,unknown / no property,39,stores,for free,3,skilled employee / official,2.0,"yes, registered under the customers name",yes,False
no checking account,48,delay in paying off in the past,radio/television,7238,unknown/ no savings account,... >= 7 years,3,male : single,none,3,"car or other, not in attribute 6",32,bank,own,2,skilled employee / official,2.0,none,yes,True
< 0 DM,9,existing credits paid back duly till now,car (new),1422,... < 100 DM,... < 1 year,3,male : single,none,2,unknown / no property,27,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,False
0 <= ... < 200 DM,20,delay in paying off in the past,car (used),7057,unknown/ no savings account,4 <= ... < 7 years,3,male : single,none,4,building society savings agreement/ life insurance,36,bank,rent,2,management/ self-employed/ highly qualified employee/ officer,2.0,"yes, registered under the customers name",yes,True
no checking account,12,existing credits paid back duly till now,radio/television,1262,... < 100 DM,1 <= ... < 4 years,3,male : single,none,2,"car or other, not in attribute 6",25,none,own,1,skilled employee / official,1.0,none,yes,True
>= 200 DM,30,delay in paying off in the past,business,1908,... < 100 DM,... >= 7 years,4,male : single,none,4,real estate,66,none,own,1,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,False
no checking account,24,existing credits paid back duly till now,radio/television,999,unknown/ no savings account,... >= 7 years,4,male : single,none,2,"car or other, not in attribute 6",25,none,own,2,skilled employee / official,1.0,none,yes,True
0 <= ... < 200 DM,15,critical account/ other credits existing (not at this bank),radio/television,2728,unknown/ no savings account,4 <= ... < 7 years,4,male : single,guarantor,2,real estate,35,bank,own,3,skilled employee / official,1.0,"yes, registered under the customers name",yes,True
0 <= ... < 200 DM,12,critical account/ other credits existing (not at this bank),car (used),1804,100 <= ... < 500 DM,... < 1 year,3,male : single,none,4,building society savings agreement/ life insurance,44,none,own,1,skilled employee / official,1.0,none,yes,True
no checking account,30,all credits at this bank paid back duly,car (used),7485,unknown/ no savings account,unemployed,4,female : divorced/separated/married,none,1,real estate,53,bank,own,1,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,False
0 <= ... < 200 DM,18,existing credits paid back duly till now,business,1941,... >= 1000 DM,1 <= ... < 4 years,4,male : single,none,2,building society savings agreement/ life insurance,35,none,own,1,unskilled - resident,1.0,"yes, registered under the customers name",yes,True
>= 200 DM,15,critical account/ other credits existing (not at this bank),radio/television,1271,unknown/ no savings account,1 <= ... < 4 years,3,male : single,none,4,unknown / no property,39,none,for free,2,skilled employee / official,1.0,"yes, registered under the customers name",yes,False
no checking account,15,existing credits paid back duly till now,car (new),3186,... >= 1000 DM,4 <= ... < 7 years,2,female : divorced/separated/married,none,3,"car or other, not in attribute 6",20,none,rent,1,skilled employee / official,1.0,none,yes,True
< 0 DM,18,existing credits paid back duly till now,furniture/equipment,2039,... < 100 DM,1 <= ... < 4 years,1,female : divorced/separated/married,none,4,real estate,20,bank,rent,1,skilled employee / official,1.0,none,yes,False
>= 200 DM,30,critical account/ other credits existing (not at this bank),radio/television,3656,unknown/ no savings account,... >= 7 years,4,male : single,none,4,building society savings agreement/ life insurance,49,stores,own,2,unskilled - resident,1.0,none,yes,True
0 <= ... < 200 DM,18,critical account/ other credits existing (not at this bank),car (new),884,... < 100 DM,... >= 7 years,4,male : single,none,4,"car or other, not in attribute 6",36,bank,own,1,skilled employee / official,2.0,"yes, registered under the customers name",yes,False
0 <= ... < 200 DM,18,existing credits paid back duly till now,business,4439,... < 100 DM,... >= 7 years,1,male : single,co-applicant,1,real estate,33,bank,own,1,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,True
0 <= ... < 200 DM,18,delay in paying off in the past,repairs,6204,... < 100 DM,1 <= ... < 4 years,2,male : single,none,4,real estate,44,none,own,1,unskilled - resident,2.0,"yes, registered under the customers name",yes,True
0 <= ... < 200 DM,36,existing credits paid back duly till now,education,3711,unknown/ no savings account,1 <= ... < 4 years,2,male : married/widowed,none,2,"car or other, not in attribute 6",27,none,own,1,skilled employee / official,1.0,none,yes,True
>= 200 DM,24,existing credits paid back duly till now,radio/television,5152,... < 100 DM,4 <= ... < 7 years,4,male : single,none,2,"car or other, not in attribute 6",25,bank,own,1,skilled employee / official,1.0,none,yes,True
< 0 DM,24,existing credits paid back duly till now,radio/television,2439,... < 100 DM,... < 1 year,4,female : divorced/separated/married,none,4,real estate,35,none,own,1,skilled employee / official,1.0,"yes, registered under the customers name",yes,False
no checking account,12,critical account/ other credits existing (not at this bank),radio/television,930,unknown/ no savings account,... >= 7 years,4,male : single,none,4,real estate,65,none,own,4,skilled employee / official,1.0,none,yes,True
0 <= ... < 200 DM,13,critical account/ other credits existing (not at this bank),radio/television,882,... < 100 DM,... < 1 year,4,male : single,guarantor,4,real estate,23,none,own,2,skilled employee / official,1.0,none,yes,True
0 <= ... < 200 DM,9,existing credits paid back duly till now,car (new),276,... < 100 DM,1 <= ... < 4 years,4,male : married/widowed,none,4,real estate,22,none,rent,1,unskilled - resident,1.0,none,yes,True
no checking account,6,existing credits paid back duly till now,radio/television,1346,100 <= ... < 500 DM,... >= 7 years,2,male : single,none,4,unknown / no property,42,bank,for free,1,skilled employee / official,2.0,"yes, registered under the customers name",yes,True
no checking account,12,delay in paying off in the past,repairs,1555,... >= 1000 DM,... >= 7 years,4,male : single,none,4,unknown / no property,55,none,for free,2,skilled employee / official,2.0,none,yes,False
< 0 DM,10,existing credits paid back duly till now,radio/television,2315,... < 100 DM,... >= 7 years,3,male : single,none,4,real estate,52,none,own,1,unskilled - resident,1.0,none,yes,True
< 0 DM,6,critical account/ other credits existing (not at this bank),car (new),609,... < 100 DM,4 <= ... < 7 years,4,female : divorced/separated/married,none,3,building society savings agreement/ life insurance,37,none,own,2,skilled employee / official,1.0,none,no,True
0 <= ... < 200 DM,9,critical account/ other credits existing (not at this bank),education,1501,... < 100 DM,... >= 7 years,2,female : divorced/separated/married,none,3,"car or other, not in attribute 6",34,none,own,2,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,False
>= 200 DM,24,existing credits paid back duly till now,radio/television,1258,500 <= ... < 1000 DM,1 <= ... < 4 years,3,female : divorced/separated/married,none,3,"car or other, not in attribute 6",57,none,own,1,unskilled - resident,1.0,none,yes,True
no checking account,12,all credits at this bank paid back duly,retraining,3447,500 <= ... < 1000 DM,1 <= ... < 4 years,4,female : divorced/separated/married,none,3,real estate,35,none,own,1,unskilled - resident,2.0,none,yes,True
no checking account,24,existing credits paid back duly till now,radio/television,2284,... < 100 DM,4 <= ... < 7 years,4,male : single,none,2,"car or other, not in attribute 6",28,none,own,1,skilled employee / official,1.0,"yes, registered under the customers name",yes,True
< 0 DM,24,existing credits paid back duly till now,car (used),2910,... < 100 DM,4 <= ... < 7 years,2,male : single,none,1,unknown / no property,34,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,True
< 0 DM,12,critical account/ other credits existing (not at this bank),furniture/equipment,2246,... < 100 DM,... >= 7 years,3,male : single,none,3,building society savings agreement/ life insurance,60,none,own,2,skilled employee / official,1.0,none,yes,False
